sale_id,sale_date,quantity,discount_applied,payment_method ,discount_percent,product_name,brand_name,category,price,customer_name,city,gender,total_revenue,gross_revenue,discount_value
1955,2024-05-22,3,No,Cash,0.0,Squalane Cleanser,The Ordinary,Cleansers & Face Washes,23.45,Klara Vesela,Prague,Female,70.35,70.35,0.0
1956,2024-05-22,2,No,Cash,0.0,Brightening AHA Peel Mask,MADARA,"Masks, Exfoliants & Facial Treatments",21.9,Victor Marinescu,Bucharest,Male,43.8,43.8,0.0
1957,2024-05-22,2,No,Card,0.0,Hydrating Toning Mist,INIKA Organic,"Toners, Mists & Toning Products",43.17,Besa Dervishi,Tirana,Female,86.34,86.34,0.0
1958,2024-05-22,2,No,Online,0.0,Timeless Renewal Hand Cream,Evolve Organic Beauty,"Body Care, Hands & Feet – Natural Skincare for the Whole Body",26.44,Amina Hadzic,Sarajevo,Female,52.88,52.88,0.0
1959,2024-05-22,1,No,Online,0.0,Timeless Renewal Hand Cream,Evolve Organic Beauty,"Body Care, Hands & Feet – Natural Skincare for the Whole Body",26.44,Fabian Kuhn,Zurich,Male,26.44,26.44,0.0
1960,2024-05-22,1,Yes,Cash,0.02,Pure Rosehip Oil,Alteya  Organics,"Serums, Face Oils & Targeted Treatments",14.8,Beatrice Moretti,Milan,Female,14.5,14.8,0.3
1961,2024-05-23,3,Yes,Cash,0.05,Flowers Facial Oil Deep Rich,Whamisa Organic,"Serums, Face Oils & Targeted Treatments",52.85,Mila Braun,Munich,Female,150.62,158.55,7.93
1962,2024-05-23,1,No,Online,0.0,All Purpose Skin Cream,Egyptian Magic,Moisturizers & Creams,24.45,Timea Boda,Budapest,Female,24.45,24.45,0.0
1963,2024-05-23,2,No,Cash,0.0,Hydrating Toning Mist,INIKA Organic,"Toners, Mists & Toning Products",43.17,Erika Dvorak,Bratislava,Female,86.34,86.34,0.0
1964,2024-05-23,2,No,Card,0.0,Scalp Treatment Tea Tree Shampoo,Avalon Organics,Hair Care,21.11,Maria Petrova,Sofia,Female,42.22,42.22,0.0
1965,2024-05-23,3,No,Online,0.0,All Purpose Skin Cream,Egyptian Magic,Moisturizers & Creams,24.45,Eszter Nagy,Budapest,Female,73.35,73.35,0.0
1966,2024-05-23,2,No,Cash,0.0,Squalane Cleanser,The Ordinary,Cleansers & Face Washes,23.45,Adnan Husic,Sarajevo,Male,46.9,46.9,0.0
1967,2024-05-24,2,No,Card,0.0,Gentle Gel Cleanser,Honest Beauty,Cleansers & Face Washes,48.2,Adam Varga,Bratislava,Male,96.4,96.4,0.0
1968,2024-05-24,2,Yes,Online,0.05,Shea Hand Cream,L'Occitane,"Body Care, Hands & Feet – Natural Skincare for the Whole Body",14.4,Jelena Matic,Novi Sad,Female,27.36,28.8,1.44
1969,2024-05-24,3,No,Online,0.0,Milk Skin Rice Toner,TIRTIR,"Toners, Mists & Toning Products",22.5,Catalin Pintea,Cluj-Napoca,Male,67.5,67.5,0.0
1970,2024-05-24,3,Yes,Card,0.05,Face Moisturiser,UpCircle,Moisturizers & Creams,30.93,Michal Kral,Bratislava,Male,88.15,92.79,4.64
1971,2024-05-24,2,No,Cash,0.0,Pure Rosehip Oil,Alteya  Organics,"Serums, Face Oils & Targeted Treatments",14.8,Adnan Husic,Sarajevo,Male,29.6,29.6,0.0
1972,2024-05-24,1,Yes,Card,0.08,Beautifying Toner,Henua Organics,"Toners, Mists & Toning Products",49.9,Ivana Markoska,Skopje,Female,45.91,49.9,3.99
1973,2024-05-24,2,No,Cash,0.0,Phyto‑Active Face Oil,INIKA Organic,"Serums, Face Oils & Targeted Treatments",59.0,Bianca Tudor,Bucharest,Female,118.0,118.0,0.0
1974,2024-05-24,2,No,Online,0.0,Sea Ceramide Toning Mist,Fitglow Beauty,"Toners, Mists & Toning Products",26.95,Francesca DeLuca,Milan,Female,53.9,53.9,0.0
1975,2024-05-24,2,No,Online,0.0,Turmeric Brightening Exfoliating Mask,Kora Organics,"Masks, Exfoliants & Facial Treatments",34.95,Dora Skoric,Split,Female,69.9,69.9,0.0
1976,2024-05-24,1,No,Online,0.0,Lip Balm Lavender,Alteya Organics,Eye & Lip Care / Specialized Areas,10.94,Boris Angelov,Sofia,Male,10.94,10.94,0.0
1977,2024-05-24,3,No,Online,0.0,Recovering Serum,MG Skincare,"Serums, Face Oils & Targeted Treatments",41.85,Monica Petrescu,Bucharest,Female,125.55,125.55,0.0
1978,2024-05-24,3,No,Online,0.0,Face Moisturiser,UpCircle,Moisturizers & Creams,30.93,Radoslav Marinov,Sofia,Male,92.79,92.79,0.0
1979,2024-05-24,2,No,Online,0.0,Salicylic Acid 2% Masque,The Ordinary,"Masks, Exfoliants & Facial Treatments",23.3,Ivana Kollarova,Bratislava,Female,46.6,46.6,0.0
1980,2024-05-24,1,No,Online,0.0,Turmeric Brightening Exfoliating Mask,Kora Organics,"Masks, Exfoliants & Facial Treatments",34.95,Marin Vidovic,Split,Male,34.95,34.95,0.0
1981,2024-05-24,1,No,Card,0.0,Pure Oil Serum,Luonkos,"Serums, Face Oils & Targeted Treatments",23.9,Kristina Basic,Zagreb,Female,23.9,23.9,0.0
1982,2024-05-25,1,No,Online,0.0,Lip Balm Lavender,Alteya Organics,Eye & Lip Care / Specialized Areas,10.94,Roxana Stan,Cluj-Napoca,Female,10.94,10.94,0.0
1983,2024-05-25,3,No,Online,0.0,Rice Mask,I'm From,"Masks, Exfoliants & Facial Treatments",37.33,Marco Galli,Milan,Male,111.99,111.99,0.0
1984,2024-05-25,1,No,Cash,0.0,Natural Moisturizing Factors + HA,The Ordinary,Moisturizers & Creams,13.6,Andrei Lupu,Chisinau,Male,13.6,13.6,0.0
1985,2024-05-25,1,No,Card,0.0,Organic Flowers Water Cream,Whamisa,Moisturizers & Creams,30.89,Lazar Milosevic,Belgrade,Male,30.89,30.89,0.0
1986,2024-05-25,1,Yes,Card,0.09,Skin Food Glow Serum Drops,Weleda,"Serums, Face Oils & Targeted Treatments",20.7,Tanja Milic,Novi Sad,Female,18.84,20.7,1.86
1987,2024-05-25,2,No,Card,0.0,Daily Moisturising Cream,Balmonds,Moisturizers & Creams,32.17,Emir Zukic,Sarajevo,Male,64.34,64.34,0.0
1988,2024-05-25,2,No,Card,0.0,Organic Flowers Nourishing Cream,Whamisa,Moisturizers & Creams,34.28,Marija Simic,Zagreb,Female,68.56,68.56,0.0
1989,2024-05-25,3,No,Cash,0.0,Hand & Foot Oil,R.K's Aroma,"Body Care, Hands & Feet – Natural Skincare for the Whole Body",45.66,Teodora Arsova,Skopje,Female,136.98,136.98,0.0
1990,2024-05-25,3,Yes,Online,0.08,Recovering Serum,MG Skincare,"Serums, Face Oils & Targeted Treatments",41.85,Anna Becker,Munich,Female,115.51,125.55,10.04
1991,2024-05-25,3,No,Card,0.0,Rosemary Mint Scalp & Hair Strengthening Oil,Mielle,Hair Care,22.25,Jovana Petrov,Belgrade,Female,66.75,66.75,0.0
1992,2024-05-25,2,No,Cash,0.0,Rice Mask,I'm From,"Masks, Exfoliants & Facial Treatments",37.33,Tanja Milic,Novi Sad,Female,74.66,74.66,0.0
1993,2024-05-25,1,No,Card,0.0,Watermelon Glow PHA+BHA Pore-Tight Toner,Glow Recipe,"Toners, Mists & Toning Products",31.95,Monica Petrescu,Bucharest,Female,31.95,31.95,0.0
1994,2024-05-25,2,No,Online,0.0,Salicylic Acid 2% Masque,The Ordinary,"Masks, Exfoliants & Facial Treatments",23.3,Besa Dervishi,Tirana,Female,46.6,46.6,0.0
1995,2024-05-25,1,No,Card,0.0,Rosemary Mint Scalp & Hair Strengthening Oil,Mielle,Hair Care,22.25,Zofia Lewandowska,Krakow,Female,22.25,22.25,0.0
1996,2024-05-25,1,Yes,Card,0.07,Organic Rosemary Mint Hair Oil,Beauty Kitchen,Hair Care,24.32,Andrei Lupu,Chisinau,Male,22.62,24.32,1.7
1997,2024-05-26,2,No,Online,0.0,Organic Flowers Nourishing Cream,Whamisa,Moisturizers & Creams,34.28,Kaloyan Petrov,Sofia,Male,68.56,68.56,0.0
1998,2024-05-26,3,No,Card,0.0,Rosemary Mint Scalp & Hair Strengthening Oil,Mielle,Hair Care,22.25,Victor Marinescu,Bucharest,Male,66.75,66.75,0.0
1999,2024-05-26,2,Yes,Online,0.02,Cleansing Milk,Madara,Cleansers & Face Washes,30.9,Izabela Pawlak,Krakow,Female,60.56,61.8,1.24
2000,2024-05-26,3,No,Online,0.0,Rose Water Toner Mist,Just Herbs,"Toners, Mists & Toning Products",10.66,Erion Hoxha,Tirana,Male,31.98,31.98,0.0
2001,2024-05-26,2,No,Cash,0.0,Facial Oil Vitamin Cocktail,Mossa,"Serums, Face Oils & Targeted Treatments",11.6,Alessia Rinaldi,Milan,Female,23.2,23.2,0.0
2002,2024-05-26,2,No,Cash,0.0,Lip Balm Lavender,Alteya Organics,Eye & Lip Care / Specialized Areas,10.94,Michal Kral,Bratislava,Male,21.88,21.88,0.0
2003,2024-05-26,1,No,Card,0.0,Ground Rice & Honey Glow Mask,Beauty of Joseon,"Masks, Exfoliants & Facial Treatments",26.63,Beatrice Lang,Vienna,Female,26.63,26.63,0.0
2004,2024-05-26,2,No,Cash,0.0,Rosemary Mint Scalp & Hair Strengthening Oil,Mielle,Hair Care,22.25,Besa Dervishi,Tirana,Female,44.5,44.5,0.0
2005,2024-05-26,2,No,Cash,0.0,Scalp Treatment Tea Tree Shampoo,Avalon Organics,Hair Care,21.11,Irina Ceban,Chisinau,Female,42.22,42.22,0.0
2006,2024-05-26,3,No,Card,0.0,Skin Food Nourishing Night Cream,Weleda,Moisturizers & Creams,28.4,Nikola Blazkova,Prague,Female,85.2,85.2,0.0
2007,2024-05-26,3,No,Card,0.0,Wonder Black Rice Bakuchiol Eye Cream,Haruharu,Eye & Lip Care / Specialized Areas,18.2,Krisztian Orban,Budapest,Male,54.6,54.6,0.0
2008,2024-05-26,2,No,Online,0.0,All Purpose Skin Cream,Egyptian Magic,Moisturizers & Creams,24.45,Nina Pavlovic,Zagreb,Female,48.9,48.9,0.0
2009,2024-05-26,3,No,Cash,0.0,Hydrating Toning Mist,INIKA Organic,"Toners, Mists & Toning Products",43.17,Filip Topic,Zagreb,Male,129.51,129.51,0.0
2010,2024-05-26,2,No,Online,0.0,Rosemary Mint Scalp & Hair Strengthening Oil,Mielle,Hair Care,22.25,Mehmet Kaya,Istanbul,Male,44.5,44.5,0.0
2011,2024-05-26,3,No,Card,0.0,Light Work Cleansing Oil,Pai Skincare,Cleansers & Face Washes,26.99,Vlad Barbu,Cluj-Napoca,Male,80.97,80.97,0.0
2012,2024-05-27,2,No,Card,0.0,Hydrating Toning Mist,INIKA Organic,"Toners, Mists & Toning Products",43.17,Jonas Fuchs,Munich,Male,86.34,86.34,0.0
2013,2024-05-27,3,No,Card,0.0,Organic Flowers Nourishing Cream,Whamisa,Moisturizers & Creams,34.28,Valentina Fiore,Florence,Female,102.84,102.84,0.0
2014,2024-05-27,1,No,Cash,0.0,Active Botanical Serum,Vintner's Daughter,"Serums, Face Oils & Targeted Treatments",240.0,Monica Petrescu,Bucharest,Female,240.0,240.0,0.0
2015,2024-05-27,3,No,Card,0.0,Rosemary Mint Scalp & Hair Strengthening Oil,Mielle,Hair Care,22.25,Lilla Molnar,Budapest,Female,66.75,66.75,0.0
2016,2024-05-27,1,No,Card,0.0,Face Oil Serum,KaliFlower Organics,"Serums, Face Oils & Targeted Treatments",26.9,Sarah Vogt,Zurich,Female,26.9,26.9,0.0
2017,2024-05-27,3,Yes,Card,0.05,Saccharomyces Ferment 30% Milky Toner,The Ordinary,"Toners, Mists & Toning Products",14.0,Milena Petkova,Skopje,Female,39.9,42.0,2.1
2018,2024-05-27,3,No,Cash,0.0,Squalane Cleanser,The Ordinary,Cleansers & Face Washes,23.45,Radoslav Marinov,Sofia,Male,70.35,70.35,0.0
2019,2024-05-27,3,No,Online,0.0,Bio Organic Buckwheat Eye Care,Nuxe,Eye & Lip Care / Specialized Areas,35.9,Filip Topic,Zagreb,Male,107.7,107.7,0.0
2020,2024-05-27,2,No,Cash,0.0,Daily Moisturising Cream,Balmonds,Moisturizers & Creams,32.17,Luka Soldo,Zagreb,Male,64.34,64.34,0.0
2021,2024-05-27,3,No,Cash,0.0,Aloe & Avocado Anti‑Puffiness Eye Cream,Organic Shop,Eye & Lip Care / Specialized Areas,17.09,Nikos Georgiou,Thessaloniki,Male,51.27,51.27,0.0
2022,2024-05-27,1,No,Cash,0.0,Brightening AHA Peel Mask,MADARA,"Masks, Exfoliants & Facial Treatments",21.9,Dario Kralj,Zagreb,Male,21.9,21.9,0.0
2023,2024-05-27,1,No,Cash,0.0,Hydrating Mist Toner,Trilogy,"Toners, Mists & Toning Products",15.97,Maria Petrova,Sofia,Female,15.97,15.97,0.0
2024,2024-05-27,3,No,Online,0.0,Organic Flowers Water Cream,Whamisa,Moisturizers & Creams,30.89,Bence Toth,Budapest,Male,92.67,92.67,0.0
2025,2024-05-27,3,No,Online,0.0,Ground Rice & Honey Glow Mask,Beauty of Joseon,"Masks, Exfoliants & Facial Treatments",26.63,Jan Dolezal,Prague,Male,79.89,79.89,0.0
2026,2024-05-27,3,No,Online,0.0,Basis Foot Cream,Lavera,"Body Care, Hands & Feet – Natural Skincare for the Whole Body",13.94,Filip Kitanov,Skopje,Male,41.82,41.82,0.0
2027,2024-05-27,3,No,Online,0.0,Vinoperfect Glycolic Peel Mask,Caudalie,"Masks, Exfoliants & Facial Treatments",27.45,Diana Nikolova,Sofia,Female,82.35,82.35,0.0
2028,2024-05-27,3,No,Cash,0.0,All Purpose Skin Cream,Egyptian Magic,Moisturizers & Creams,24.45,Zofia Lewandowska,Krakow,Female,73.35,73.35,0.0
2029,2024-05-27,3,No,Cash,0.0,Saccharomyces Ferment 30% Milky Toner,The Ordinary,"Toners, Mists & Toning Products",14.0,Jakub Kriz,Prague,Male,42.0,42.0,0.0
2030,2024-05-27,3,Yes,Online,0.08,Active Botanical Serum,Vintner's Daughter,"Serums, Face Oils & Targeted Treatments",240.0,Francesca DeLuca,Milan,Female,662.4,720.0,57.6
2031,2024-05-27,1,Yes,Card,0.05,Skin Food Glow Serum Drops,Weleda,"Serums, Face Oils & Targeted Treatments",20.7,Dario Kralj,Zagreb,Male,19.66,20.7,1.03
2032,2024-05-27,2,No,Card,0.0,Hydrating Toning Mist,INIKA Organic,"Toners, Mists & Toning Products",43.17,Leonie Scholz,Munich,Female,86.34,86.34,0.0
2033,2024-05-28,3,Yes,Cash,0.06,Hydrating Toning Mist,INIKA Organic,"Toners, Mists & Toning Products",43.17,Eva Zupanc,Ljubljana,Female,121.74,129.51,7.77
2034,2024-05-28,2,No,Card,0.0,Hydrating Toning Mist,INIKA Organic,"Toners, Mists & Toning Products",43.17,Konstantina Alexiou,Athens,Female,86.34,86.34,0.0
2035,2024-05-28,1,Yes,Cash,0.1,Pure Beauty Toner,Lavera,"Toners, Mists & Toning Products",23.99,Camilla Serra,Milan,Female,21.59,23.99,2.4
2036,2024-05-28,3,No,Online,0.0,Hydrating Toning Mist,INIKA Organic,"Toners, Mists & Toning Products",43.17,Karolina Kowalczyk,Krakow,Female,129.51,129.51,0.0
2037,2024-05-28,3,No,Online,0.0,Milk Skin Rice Toner,TIRTIR,"Toners, Mists & Toning Products",22.5,Noah Frei,Zurich,Male,67.5,67.5,0.0
2038,2024-05-28,1,Yes,Card,0.03,Nurture & Care Hand Cream,JOIK Organic,"Body Care, Hands & Feet – Natural Skincare for the Whole Body",21.45,Catalin Pintea,Cluj-Napoca,Male,20.81,21.45,0.64
2039,2024-05-28,3,Yes,Online,0.08,Ground Rice & Honey Glow Mask,Beauty of Joseon,"Masks, Exfoliants & Facial Treatments",26.63,Boyan Ivanov,Plovdiv,Male,73.5,79.89,6.39
2040,2024-05-28,2,No,Card,0.0,Hydrating Cream Conditioner,INNERSENSE,Hair Care,43.95,Katarina Petrovic,Belgrade,Female,87.9,87.9,0.0
2041,2024-05-28,2,Yes,Cash,0.05,Wonder Black Rice Bakuchiol Eye Cream,Haruharu,Eye & Lip Care / Specialized Areas,18.2,Ivana Markoska,Skopje,Female,34.58,36.4,1.82
2042,2024-05-28,2,No,Online,0.0,Hand & Foot Oil,R.K's Aroma,"Body Care, Hands & Feet – Natural Skincare for the Whole Body",45.66,Alina Georgescu,Bucharest,Female,91.32,91.32,0.0
2043,2024-05-28,3,Yes,Cash,0.08,Organic Lip Balm,Dr Bronner's,Eye & Lip Care / Specialized Areas,12.0,Anna Becker,Munich,Female,33.12,36.0,2.88
2044,2024-05-28,1,No,Card,0.0,Face Oil Serum,KaliFlower Organics,"Serums, Face Oils & Targeted Treatments",26.9,Angela Nikolovska,Skopje,Female,26.9,26.9,0.0
2045,2024-05-28,2,No,Cash,0.0,Hand & Foot Oil,R.K's Aroma,"Body Care, Hands & Feet – Natural Skincare for the Whole Body",45.66,Michal Kral,Bratislava,Male,91.32,91.32,0.0
2046,2024-05-29,3,Yes,Cash,0.05,Ground Rice & Honey Glow Mask,Beauty of Joseon,"Masks, Exfoliants & Facial Treatments",26.63,Kristina Basic,Zagreb,Female,75.9,79.89,3.99
2047,2024-05-29,1,No,Card,0.0,Bio Organic Buckwheat Eye Care,Nuxe,Eye & Lip Care / Specialized Areas,35.9,Leonie Scholz,Munich,Female,35.9,35.9,0.0
2048,2024-05-29,3,No,Online,0.0,Oblepikha C‑Berrica Face Peeling Mask,Natura Siberica,"Masks, Exfoliants & Facial Treatments",12.35,Felix Wolf,Munich,Male,37.05,37.05,0.0
2049,2024-05-29,1,No,Cash,0.0,Salicylic Acid 2% Masque,The Ordinary,"Masks, Exfoliants & Facial Treatments",23.3,Adam Varga,Bratislava,Male,23.3,23.3,0.0
2050,2024-05-29,2,No,Online,0.0,Honey Hydration Power Pack,Gisou,Hair Care,65.0,Nermin Music,Sarajevo,Male,130.0,130.0,0.0
2051,2024-05-29,1,No,Online,0.0,PHAZE Clarifying Face Wash,Pai Skincare,Cleansers & Face Washes,30.99,Cristian Dobre,Bucharest,Male,30.99,30.99,0.0
2052,2024-05-29,3,No,Cash,0.0,Red Bean Refreshing Pore Mask,Beauty of Joseon,"Masks, Exfoliants & Facial Treatments",18.95,Maja Hrastnik,Ljubljana,Female,56.85,56.85,0.0
2053,2024-05-29,1,No,Card,0.0,Hand & Foot Oil,R.K's Aroma,"Body Care, Hands & Feet – Natural Skincare for the Whole Body",45.66,Emina Omerovic,Sarajevo,Female,45.66,45.66,0.0
2054,2024-05-29,1,No,Card,0.0,Brightening AHA Peel Mask,MADARA,"Masks, Exfoliants & Facial Treatments",21.9,Dorina Sula,Tirana,Female,21.9,21.9,0.0
2055,2024-05-29,3,No,Cash,0.0,Watermelon Glow PHA+BHA Pore-Tight Toner,Glow Recipe,"Toners, Mists & Toning Products",31.95,Monica Petrescu,Bucharest,Female,95.85,95.85,0.0
2056,2024-05-29,1,No,Card,0.0,Organic Lip Balm Natural,KaliFlower Organics,Eye & Lip Care / Specialized Areas,18.09,Irina Ceban,Chisinau,Female,18.09,18.09,0.0
2057,2024-05-29,2,No,Card,0.0,Ground Rice & Honey Glow Mask,Beauty of Joseon,"Masks, Exfoliants & Facial Treatments",26.63,Maria Vrettou,Athens,Female,53.26,53.26,0.0
2058,2024-05-29,1,No,Online,0.0,Hyaluronic Eye Serum,Evolve Organic Beauty,Eye & Lip Care / Specialized Areas,22.35,Victor Marinescu,Bucharest,Male,22.35,22.35,0.0
2059,2024-05-29,2,No,Card,0.0,Facial Oil Vitamin Cocktail,Mossa,"Serums, Face Oils & Targeted Treatments",11.6,Piotr Zielinski,Krakow,Male,23.2,23.2,0.0
2060,2024-05-29,1,No,Online,0.0,Flowers Facial Oil Deep Rich,Whamisa Organic,"Serums, Face Oils & Targeted Treatments",52.85,Clara Brandt,Munich,Female,52.85,52.85,0.0
2061,2024-05-29,1,Yes,Online,0.09,Vinoperfect Glycolic Peel Mask,Caudalie,"Masks, Exfoliants & Facial Treatments",27.45,Adnan Husic,Sarajevo,Male,24.98,27.45,2.47
2062,2024-05-29,3,No,Card,0.0,Honey Hydration Power Pack,Gisou,Hair Care,65.0,Giulia Conti,Milan,Female,195.0,195.0,0.0
2063,2024-05-30,3,No,Card,0.0,Basis Foot Cream,Lavera,"Body Care, Hands & Feet – Natural Skincare for the Whole Body",13.94,Darko Spasov,Skopje,Male,41.82,41.82,0.0
2064,2024-05-30,2,No,Online,0.0,Squalane Cleanser,The Ordinary,Cleansers & Face Washes,23.45,Dimitar Borisov,Plovdiv,Male,46.9,46.9,0.0
2065,2024-05-30,2,No,Card,0.0,Light Work Cleansing Oil,Pai Skincare,Cleansers & Face Washes,26.99,Mehmet Kaya,Istanbul,Male,53.98,53.98,0.0
2066,2024-05-30,1,No,Cash,0.0,Organic Lip Balm,Dr Bronner's,Eye & Lip Care / Specialized Areas,12.0,Ivana Jokic,Novi Sad,Female,12.0,12.0,0.0
2067,2024-05-30,3,Yes,Cash,0.07,Milk Skin Rice Toner,TIRTIR,"Toners, Mists & Toning Products",22.5,Mircea Ilie,Cluj-Napoca,Male,62.78,67.5,4.73
2068,2024-05-30,3,No,Online,0.0,Watermelon Glow PHA+BHA Pore-Tight Toner,Glow Recipe,"Toners, Mists & Toning Products",31.95,Ivana Markoska,Skopje,Female,95.85,95.85,0.0
2069,2024-05-30,3,No,Cash,0.0,Sea Ceramide Toning Mist,Fitglow Beauty,"Toners, Mists & Toning Products",26.95,Zoltan Varga,Budapest,Male,80.85,80.85,0.0
2070,2024-05-30,2,No,Card,0.0,Lip Balm Lavender,Alteya Organics,Eye & Lip Care / Specialized Areas,10.94,Pavlina Todorova,Sofia,Female,21.88,21.88,0.0
2071,2024-05-30,3,No,Card,0.0,Gentle Gel Cleanser,Honest Beauty,Cleansers & Face Washes,48.2,Eliska Prochazkova,Prague,Female,144.6,144.6,0.0
2072,2024-05-30,2,No,Online,0.0,Flowers Facial Oil Deep Rich,Whamisa Organic,"Serums, Face Oils & Targeted Treatments",52.85,Elisa Romano,Milan,Female,105.7,105.7,0.0
2073,2024-05-30,1,No,Cash,0.0,Red Bean Refreshing Pore Mask,Beauty of Joseon,"Masks, Exfoliants & Facial Treatments",18.95,Mircea Ilie,Cluj-Napoca,Male,18.95,18.95,0.0
2074,2024-05-30,3,No,Cash,0.0,Organic Rosemary & Eucalyptus Hand & Body Cream,Beauty Kitchen,"Body Care, Hands & Feet – Natural Skincare for the Whole Body",21.82,Lazar Milosevic,Belgrade,Male,65.46,65.46,0.0
2075,2024-05-30,2,No,Card,0.0,Flowers Facial Oil Deep Rich,Whamisa Organic,"Serums, Face Oils & Targeted Treatments",52.85,Jan Dolezal,Prague,Male,105.7,105.7,0.0
2076,2024-05-31,1,No,Card,0.0,Rosemary Mint Scalp & Hair Strengthening Oil,Mielle,Hair Care,22.25,Izabela Pawlak,Krakow,Female,22.25,22.25,0.0
2077,2024-05-31,2,No,Card,0.0,Face Care Intensive Action Exfoliating Mask,Byothea,"Masks, Exfoliants & Facial Treatments",29.74,Fabian Kuhn,Zurich,Male,59.48,59.48,0.0
2078,2024-05-31,3,No,Card,0.0,Gentle Gel Cleanser,Honest Beauty,Cleansers & Face Washes,48.2,Zofia Lewandowska,Krakow,Female,144.6,144.6,0.0
2079,2024-05-31,1,No,Online,0.0,Facial Oil Vitamin Cocktail,Mossa,"Serums, Face Oils & Targeted Treatments",11.6,Gabor Farkas,Budapest,Male,11.6,11.6,0.0
2080,2024-05-31,3,No,Online,0.0,Organic Flowers Water Cream,Whamisa,Moisturizers & Creams,30.89,Erik Meier,Munich,Male,92.67,92.67,0.0
2081,2024-05-31,2,No,Cash,0.0,Watermelon Glow PHA+BHA Pore-Tight Toner,Glow Recipe,"Toners, Mists & Toning Products",31.95,Mihai Dumitrescu,Bucharest,Male,63.9,63.9,0.0
2082,2024-05-31,3,No,Cash,0.0,Daily Moisturising Cream,Balmonds,Moisturizers & Creams,32.17,Georgi Petrov,Plovdiv,Male,96.51,96.51,0.0
2083,2024-05-31,1,Yes,Cash,0.02,Collagen Hand & Foot Cream,Mizon,"Body Care, Hands & Feet – Natural Skincare for the Whole Body",6.77,Adnan Husic,Sarajevo,Male,6.63,6.77,0.14
2084,2024-06-01,1,Yes,Cash,0.06,The Growth & Care Kit Full Hair Care Routine,Nylah's Naturals,Hair Care,218.69,Dorina Sula,Tirana,Female,205.57,218.69,13.12
2085,2024-06-01,2,No,Cash,0.0,Phyto‑Active Face Oil,INIKA Organic,"Serums, Face Oils & Targeted Treatments",59.0,Marina Bozic,Novi Sad,Female,118.0,118.0,0.0
2086,2024-06-01,2,No,Card,0.0,Face Care Intensive Action Exfoliating Mask,Byothea,"Masks, Exfoliants & Facial Treatments",29.74,Nenad Obradovic,Belgrade,Male,59.48,59.48,0.0
2087,2024-06-01,3,No,Online,0.0,Vinoperfect Glycolic Peel Mask,Caudalie,"Masks, Exfoliants & Facial Treatments",27.45,Krisztian Orban,Budapest,Male,82.35,82.35,0.0
2088,2024-06-01,2,No,Card,0.0,Hydrating Toning Mist,INIKA Organic,"Toners, Mists & Toning Products",43.17,Dora Skoric,Split,Female,86.34,86.34,0.0
2089,2024-06-01,3,No,Online,0.0,Recovering Serum,MG Skincare,"Serums, Face Oils & Targeted Treatments",41.85,Erion Hoxha,Tirana,Male,125.55,125.55,0.0
2090,2024-06-01,3,No,Online,0.0,Pure Rosehip Oil,Alteya  Organics,"Serums, Face Oils & Targeted Treatments",14.8,Elli Georgas,Athens,Female,44.4,44.4,0.0
2091,2024-06-01,2,No,Card,0.0,All Purpose Skin Cream,Egyptian Magic,Moisturizers & Creams,24.45,Angela Nikolovska,Skopje,Female,48.9,48.9,0.0
2092,2024-06-01,3,No,Card,0.0,Flowers Facial Oil Deep Rich,Whamisa Organic,"Serums, Face Oils & Targeted Treatments",52.85,Daniela Horvathova,Bratislava,Female,158.55,158.55,0.0
2093,2024-06-01,2,No,Cash,0.0,Ground Rice & Honey Glow Mask,Beauty of Joseon,"Masks, Exfoliants & Facial Treatments",26.63,Kaloyan Petrov,Sofia,Male,53.26,53.26,0.0
2094,2024-06-01,1,Yes,Card,0.05,Lip Balm Lavender,Alteya Organics,Eye & Lip Care / Specialized Areas,10.94,Tanja Milic,Novi Sad,Female,10.39,10.94,0.55
2095,2024-06-01,1,Yes,Card,0.09,Hydrating Toning Mist,INIKA Organic,"Toners, Mists & Toning Products",43.17,Milena Petkova,Skopje,Female,39.28,43.17,3.89
2096,2024-06-01,3,Yes,Cash,0.04,Hydrating Toning Mist,INIKA Organic,"Toners, Mists & Toning Products",43.17,Laura Mancini,Florence,Female,124.33,129.51,5.18
2097,2024-06-02,1,No,Online,0.0,Honey Hydration Power Pack,Gisou,Hair Care,65.0,Mircea Ilie,Cluj-Napoca,Male,65.0,65.0,0.0
2098,2024-06-02,3,Yes,Card,0.06,PHAZE Clarifying Face Wash,Pai Skincare,Cleansers & Face Washes,30.99,Chiara Bianchi,Florence,Female,87.39,92.97,5.58
2099,2024-06-02,3,No,Cash,0.0,Active Botanical Serum,Vintner's Daughter,"Serums, Face Oils & Targeted Treatments",240.0,Elisa Romano,Milan,Female,720.0,720.0,0.0
2100,2024-06-02,2,Yes,Card,0.02,Watermelon Glow PHA+BHA Pore-Tight Toner,Glow Recipe,"Toners, Mists & Toning Products",31.95,Beatrice Moretti,Milan,Female,62.62,63.9,1.28
2101,2024-06-02,2,Yes,Online,0.09,Basis Foot Cream,Lavera,"Body Care, Hands & Feet – Natural Skincare for the Whole Body",13.94,Chiara Bianchi,Florence,Female,25.37,27.88,2.51
2102,2024-06-02,3,Yes,Cash,0.07,Basis Foot Cream,Lavera,"Body Care, Hands & Feet – Natural Skincare for the Whole Body",13.94,Filip Topic,Zagreb,Male,38.89,41.82,2.93
